,tsne_x,tsne_y,robo_group,title,paragraphs,sponsor,url
1972,-1341623446.4601421,-53670767.166060306,0,HR5923 To designate the facility of the United States Postal Service located at 29 50 Union Street in Flushing New York as the Dr Leonard Price Stavisky Post Office 109th Congress 2005 2006,11,"Sen. Levin, Carl [D-MI]",https://www.congress.gov/bill/108th-congress/senate-bill/1368/text
1973,5268113448.227821,1717242435.821955,7,HR5989 To designate the facility of the United States Postal Service located at 10240 Roosevelt Road in Westchester Illinois as the John J Sinde Post Office Building 109th Congress 2005 2006,11,"Sen. Grassley, Chuck [R-IA]",https://www.congress.gov/bill/108th-congress/senate-bill/2864/text
1974,750478945.7551792,870659681.8464772,7,HR5990 To designate the facility of the United States Postal Service located at 415 South 5th Avenue in Maywood Illinois as the Wallace W Sykes Post Office Building 109th Congress 2005 2006,11,"Sen. Hagel, Chuck [R-NE]",https://www.congress.gov/bill/108th-congress/senate-bill/703/text
1975,299520291.7238947,467315115.3123003,7,HR6078 To designate the facility of the United States Postal Service located at 307 West Wheat Street in Woodville Texas as the Chuck Fortenberry Post Office Building 109th Congress 2005 2006,11,"Sen. Hatch, Orrin G. [R-UT]",https://www.congress.gov/bill/108th-congress/senate-bill/2883/text
1976,-318176191.2142853,-883728796.5790802,7,HR6102 To designate the facility of the United States Postal Service located at 200 Lawyers Road NW in Vienna Virginia as the Captain Christopher Petty Post Office Building 109th Congress 2005 2006,11,"Sen. Burns, Conrad R. [R-MT]",https://www.congress.gov/bill/108th-congress/senate-bill/2896/text
1977,230393625.57288438,10849481.09626624,0,HR6151 To designate the facility of the United States Postal Service located at 216 Oak Street in Farmington Minnesota as the Hamilton H Judson Post Office 109th Congress 2005 2006,11,"Rep. Smith, Lamar [R-TX-21]",https://www.congress.gov/bill/108th-congress/house-bill/2714/text
1978,480900837.2126839,3686056.550167352,1,S544 Patient Safety and Quality Improvement Act of 2005 109th Congress 2005 2006,64,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/108th-congress/senate-bill/1134/text
1979,-95374465.00641169,-273102950.8448139,18,S1219 A bill to authorize certain tribes in the State of Montana to enter into a lease or other temporary conveyance of water rights to meet the water needs of the Dry Prairie Rural Water Association Inc 109th Congress 2005 2006,13,"Sen. Campbell, Ben Nighthorse [R-CO]",https://www.congress.gov/bill/108th-congress/senate-bill/1721/text
1980,-1022688130.6276876,-668404288.0400271,0,S1820 A bill to designate the facility of the United States Postal Service located at 6110 East 51st Place in Tulsa Oklahoma as the Dewey F Bartlett Post Office 109th Congress 2005 2006,12,"Rep. Hunter, Duncan [R-CA-52]",https://www.congress.gov/bill/108th-congress/house-bill/4200/text
1981,447527865.7847581,-127925459.43506879,17,S3759 A bill to name the Armed Forces Readiness Center in Great Falls Montana in honor of Captain William Wylie Galt a recipient of the Congressional Medal of Honor 109th Congress 2005 2006,12,"Rep. Faleomavaega, Eni F. H. [D-AS-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/2010/text
1982,18182756669.429024,-146818357.30991477,7,S4050 A bill to designate the facility of the United States Postal Service located at 103 East Thompson Street in Thomaston Georgia as the Sergeant First Class Robert Lee Bobby Hollar Jr Post Office Building 109th Congress 2005 2006,12,"Rep. Stearns, Cliff [R-FL-6]",https://www.congress.gov/bill/108th-congress/house-bill/2023/text
1983,702065118.7384968,-472747636.6431459,6,S4073 A bill to designate the outpatient clinic of the Department of Veterans Affairs located in Farmington Missouri as the Robert Silvey Department of Veterans Affairs Outpatient Clinic 109th Congress 2005 2006,12,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/2400/text
1984,709275883.0576439,401897100.76654744,1,HR6143 Ryan White HIVAIDS Treatment Modernization Act of 2006 109th Congress 2005 2006,319,"Rep. Walden, Greg [R-OR-2]",https://www.congress.gov/bill/108th-congress/house-bill/2984/text
1985,399797473.5735824,44305279.00091358,1,S843 Combating Autism Act of 2006 109th Congress 2005 2006,65,"Sen. Brownback, Sam [R-KS]",https://www.congress.gov/bill/108th-congress/senate-joint-resolution/8/text
1986,637170409.0993656,730514053.7426884,1,S3678 Pandemic and All Hazards Preparedness Act 109th Congress 2005 2006,246,"Rep. Brown-Waite, Ginny [R-FL-5]",https://www.congress.gov/bill/108th-congress/house-bill/3056/text
1987,-309861012.4666738,-590541289.6704099,13,HR5466 Captain John Smith Chesapeake National Historic Trail Designation Act 109th Congress 2005 2006,15,"Rep. Boyd, Allen [D-FL-2]",https://www.congress.gov/bill/108th-congress/house-bill/3217/text
1988,216804048.03584838,-288316224.2898078,13,HR394 To direct the Secretary of the Interior to conduct a boundary study to evaluate the significance of the Colonel James Barrett Farm in the Commonwealth of Massachusetts and the suitability and feasibility of its inclusion in the National Park System as part of the Minute Man National Historical Park and for other purposes 109th Congress 2005 2006,15,"Rep. Cannon, Chris [R-UT-3]",https://www.congress.gov/bill/108th-congress/house-bill/3391/text
1989,18452603656.26286,-1790843331.9964488,11,HR3512 Surface Transportation Extension Act of 2005 Part VI 109th Congress 2005 2006,37,"Rep. Putnam, Adam H. [R-FL-12]",https://www.congress.gov/bill/108th-congress/house-bill/3478/text
1990,316702585.2967431,572276730.0073345,16,HR758 To establish an interagency aerospace revitalization task force to develop a national strategy for aerospace workforce recruitment training and cultivation 109th Congress 2005 2006,21,"Rep. Bordallo, Madeleine Z. [D-GU-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/3479/text
1991,481433996.3113037,169316884.89730456,18,HR854 To provide for certain lands to be held in trust for the Utu Utu Gwaitu Paiute Tribe 109th Congress 2005 2006,11,"Rep. Miller, George [D-CA-7]",https://www.congress.gov/bill/108th-congress/house-bill/3706/text
1992,-162406419.33914644,-1406555533.0449543,1,HR864 STOP Act 109th Congress 2005 2006,39,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/108th-congress/house-bill/3797/text
1993,333208999.82959753,-488166067.2489174,19,HR1285 Nursing Relief for Disadvantaged Areas Reauthorization Act of 2005 109th Congress 2005 2006,16,"Rep. Baird, Brian [D-WA-3]",https://www.congress.gov/bill/108th-congress/house-bill/3819/text
1994,649842131.0617881,-2305847034.1699505,1,HR1674 Tsunami Warning and Education Act 109th Congress 2005 2006,45,"Rep. Rangel, Charles B. [D-NY-15]",https://www.congress.gov/bill/108th-congress/house-bill/4046/text
1995,-11070095.624054696,-586234636.099997,19,HR4057 To provide that attorneys employed by the Department of Justice shall be eligible for compensatory time off for travel under section 5550b of title 5 United States Code 109th Congress 2005 2006,11,"Rep. Cole, Tom [R-OK-4]",https://www.congress.gov/bill/108th-congress/house-bill/4066/text
1996,-3737378900.4633636,3384257655.748268,4,HR4416 To reauthorize permanently the use of penalty and franked mail in efforts relating to the location and recovery of missing children 109th Congress 2005 2006,11,"Rep. Shimkus, John [R-IL-19]",https://www.congress.gov/bill/108th-congress/house-bill/2312/text
1997,-980883179.7519857,-1078267310.943448,4,HR4510 To direct the Joint Committee on the Library to accept the donation of a bust depicting Sojourner Truth and to display the bust in a suitable location in the rotunda of the Capitol 109th Congress 2005 2006,13,"Rep. Cannon, Chris [R-UT-3]",https://www.congress.gov/bill/108th-congress/house-bill/4306/text
1998,2194589124.287636,6277004162.634954,19,HR4583 Wool Suit Fabric Labeling Fairness and International Standards Conforming Act 109th Congress 2005 2006,18,"Rep. Roybal-Allard, Lucille [D-CA-34]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/57/text
1999,1433374886.3532043,-1792438053.424777,13,HR5132 River Raisin National Battlefield Study Act 109th Congress 2005 2006,17,"Rep. Boozman, John [R-AR-3]",https://www.congress.gov/bill/108th-congress/house-bill/4381/text
2000,-1803556102.2233117,-454119798.4301752,1,HR3423 Medical Device User Fee Stabilization Act of 2005 109th Congress 2005 2006,25,"Rep. Renzi, Rick [R-AZ-1]",https://www.congress.gov/bill/108th-congress/house-bill/4471/text
2001,910750570.5800704,-437920491.83903456,1,HR5136 National Integrated Drought Information System Act of 2006 109th Congress 2005 2006,17,"Rep. Blunt, Roy [R-MO-7]",https://www.congress.gov/bill/108th-congress/house-bill/4481/text
2002,170397400.03838164,204983347.73255998,1,HR5646 To study and promote the use of energy efficient computer servers in the United States 109th Congress 2005 2006,14,"Rep. Etheridge, Bob [D-NC-2]",https://www.congress.gov/bill/108th-congress/house-bill/4556/text
2003,492629188.834276,39532021.99364805,19,HR6111 Tax Relief and Health Care Act of 2006 109th Congress 2005 2006,2586,"Rep. McCarthy, Karen [D-MO-5]",https://www.congress.gov/bill/108th-congress/house-bill/4579/text
2004,7608973407.739483,-4207512034.179351,11,HR6131 To permit certain expenditures from the Leaking Underground Storage Tank Trust Fund 109th Congress 2005 2006,13,"Rep. Engel, Eliot L. [D-NY-17]",https://www.congress.gov/bill/108th-congress/house-bill/4618/text
2005,317065344.6184843,362479740.8887112,18,HR6316 To extend through December 31 2008 the authority of the Secretary of the Army to accept and expend funds contributed by non Federal public entities to expedite the processing of permits 109th Congress 2005 2006,11,"Rep. Meeks, Gregory W. [D-NY-6]",https://www.congress.gov/bill/108th-congress/house-bill/4632/text
2006,2154483514.9148703,-1120157303.0639758,9,HR6407 Postal Accountability and Enhancement Act 109th Congress 2005 2006,495,"Rep. Gerlach, Jim [R-PA-6]",https://www.congress.gov/bill/108th-congress/house-bill/4731/text
2007,1597633202.704,-311384158.7502643,13,S1346 Michigan Lighthouse and Maritime Heritage Act 109th Congress 2005 2006,22,"Rep. Young, C. W. Bill [R-FL-10]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/13/text
2008,75191329.16236728,-403224624.21138936,17,S1998 Stolen Valor Act of 2005 109th Congress 2005 2006,20,"Rep. Herger, Wally [R-CA-2]",https://www.congress.gov/bill/108th-congress/house-bill/2350/text
2009,-460050958.9248989,27375394775.423775,15,S3938 Export Import Bank Reauthorization Act of 2006 109th Congress 2005 2006,99,"Rep. Walden, Greg [R-OR-2]",https://www.congress.gov/bill/108th-congress/house-bill/4827/text
2010,-84797454.72316232,-831065538.1036509,17,S4044 Religious Liberty and Charitable Donation Clarification Act of 2006 109th Congress 2005 2006,14,"Rep. Cannon, Chris [R-UT-3]",https://www.congress.gov/bill/108th-congress/house-bill/4917/text
2011,-667844989.2077401,-423981023.2889887,13,HR38 Upper White Salmon Wild and Scenic Rivers Act 109th Congress 2005 2006,17,"Rep. Brown-Waite, Ginny [R-FL-5]",https://www.congress.gov/bill/108th-congress/house-bill/5027/text
2012,11736918051.40899,-447955631.8408067,5,S4046 Iraq Reconstruction Accountability Act of 2006 109th Congress 2005 2006,16,"Rep. Butterfield, G. K. [D-NC-1]",https://www.congress.gov/bill/108th-congress/house-bill/5039/text
2013,972296538.8782024,107730644.1664888,13,HR1492 To provide for the preservation of the historic confinement sites where Japanese Americans were detained during World War II and for other purposes 109th Congress 2005 2006,22,"Rep. McInnis, Scott [R-CO-3]",https://www.congress.gov/bill/108th-congress/house-bill/5051/text
2014,-269248332.77011657,-325508384.8197918,1,HR3248 Lifespan Respite Care Act of 2006 109th Congress 2005 2006,35,"Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",https://www.congress.gov/bill/108th-congress/house-bill/5107/text
2015,112125929.17220078,-69728111.11261164,19,HR5076 National Transportation Safety Board Reauthorization Act of 2006 109th Congress 2005 2006,48,"Rep. Blunt, Roy [R-MO-7]",https://www.congress.gov/bill/108th-congress/house-bill/5131/text
2016,92863326.86851142,-1022682364.0716723,6,HR6342 Veterans Programs Extension Act of 2006 109th Congress 2005 2006,8,"Rep. Moran, James P. [D-VA-8]",https://www.congress.gov/bill/108th-congress/house-bill/5133/text
2017,34982328650.82301,-36293337137.775,19,HR6429 Fallen Firefighters Assistance Tax Clarification Act of 2006 109th Congress 2005 2006,12,"Rep. Waxman, Henry A. [D-CA-30]",https://www.congress.gov/bill/108th-congress/house-bill/5147/text
2018,1557521301.9864333,-1116889218.8932552,19,S2370 Palestinian Anti Terrorism Act of 2006 109th Congress 2005 2006,68,"Rep. Boehner, John A. [R-OH-8]",https://www.congress.gov/bill/108th-congress/house-bill/5186/text
2019,-2500643519.354408,-1500239297.8016484,4,HJRes101 Appointing the day for the convening of the first session of the One Hundred Tenth Congress 109th Congress 2005 2006,10,"Rep. Shimkus, John [R-IL-19]",https://www.congress.gov/bill/108th-congress/house-bill/389/text
2020,-1105278908.1300814,-937368021.6526889,18,S214 United States Mexico Transboundary Aquifer Assessment Act 109th Congress 2005 2006,41,"Rep. Young, Don [R-AK-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/5294/text
2021,-369559442.30643964,-35984625.390507236,1,S362 Marine Debris Research Prevention and Reduction Act 109th Congress 2005 2006,47,"Sen. Voinovich, George V. [R-OH]",https://www.congress.gov/bill/108th-congress/senate-bill/129/text
2022,-9784787810.67414,106960920.55989403,18,HR481 Sand Creek Massacre National Historic Site Trust Act of 2005 109th Congress 2005 2006,29,"Sen. Craig, Larry E. [R-ID]",https://www.congress.gov/bill/108th-congress/senate-bill/144/text
2023,-109439426.97281507,-177727457.86539873,1,S707 PREEMIE Act 109th Congress 2005 2006,37,"Sen. Domenici, Pete V. [R-NM]",https://www.congress.gov/bill/108th-congress/senate-bill/643/text
2024,210665800.66406778,664004185.8561041,18,S895 Rural Water Supply Act of 2006 109th Congress 2005 2006,127,"Sen. DeWine, Mike [R-OH]",https://www.congress.gov/bill/108th-congress/senate-bill/1194/text
2025,-219788637.3624782,-743518852.6786379,18,S1096 Musconetcong Wild and Scenic Rivers Act 109th Congress 2005 2006,29,"Sen. Frist, William H. [R-TN]",https://www.congress.gov/bill/108th-congress/senate-bill/2986/text
2026,-177842646.02114868,-1032123145.6386621,13,S1378 National Historic Preservation Act Amendments Act of 2006 109th Congress 2005 2006,17,"Rep. Young, C. W. Bill [R-FL-10]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/114/text
2027,257194767.41954717,-568579670.5959177,3,S1529 City of Yuma Improvement Act 109th Congress 2005 2006,25,"Rep. Kingston, Jack [R-GA-1]",https://www.congress.gov/bill/108th-congress/house-bill/1113/text
2028,1751022000.9094296,-1078174381.27205,9,S1608 US SAFE WEB Act of 2006 109th Congress 2005 2006,83,"Rep. Napolitano, Grace F. [D-CA-38]",https://www.congress.gov/bill/108th-congress/house-bill/1284/text
2029,247880688.58037764,920404888.4984113,16,S2125 Democratic Republic of the Congo Relief Security and Democracy Promotion Act of 2006 109th Congress 2005 2006,48,"Rep. Smith, Lamar [R-TX-21]",https://www.congress.gov/bill/108th-congress/house-bill/1417/text
2030,564399255.4342695,-3554859933.9799843,3,S2150 Eugene Land Conveyance Act 109th Congress 2005 2006,21,"Rep. Solis, Hilda L. [D-CA-32]",https://www.congress.gov/bill/108th-congress/house-bill/519/text
2031,2277532924.969343,4640286235.961884,3,S2205 Blunt Reservoir and Pierre Canal Land Conveyance Act of 2006 109th Congress 2005 2006,29,"Rep. Farr, Sam [D-CA-17]",https://www.congress.gov/bill/108th-congress/house-bill/1446/text
2032,284358664.4911064,-291518459.2335704,16,S2653 Call Home Act of 2006 109th Congress 2005 2006,20,"Rep. Frelinghuysen, Rodney P. [R-NJ-11]",https://www.congress.gov/bill/108th-congress/house-bill/1964/text
2033,453640749.88873124,-212736307.17804,3,HR541 To direct the Secretary of Agriculture to convey certain land to Lander County Nevada and the Secretary of the Interior to convey certain land to Eureka County Nevada for continued use as cemeteries 109th Congress 2005 2006,24,"Rep. Smith, Christopher H. [R-NJ-4]",https://www.congress.gov/bill/108th-congress/house-bill/3936/text
2034,-24290944934.905777,-13839004752.630608,11,S2735 Dam Safety Act of 2006 109th Congress 2005 2006,17,"Rep. Biggert, Judy [R-IL-13]",https://www.congress.gov/bill/108th-congress/house-bill/4516/text
2035,445632683.360735,113093769.60512376,6,S3421 Veterans Benefits Health Care and Information Technology Act of 2006 109th Congress 2005 2006,495,"Rep. Gibbons, Jim [R-NV-2]",https://www.congress.gov/bill/108th-congress/house-bill/4593/text
2036,659131401.7423148,255048422.9036163,1,S3546 Dietary Supplement and Nonprescription Drug Consumer Protection Act 109th Congress 2005 2006,55,"Rep. Hunter, Duncan [R-CA-52]",https://www.congress.gov/bill/108th-congress/house-bill/4794/text
2037,-1981170831.550518,1620940686.3597775,19,,19,"Rep. Young, Don [R-AK-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/5163/text
2038,131950578.54458944,1001226763.8016225,16,S4042 A bill to amend title 18 United States Code to prohibit disruptions of funerals of members or former members of the Armed Forces 109th Congress 2005 2006,20,"Rep. Bilirakis, Michael [R-FL-9]",https://www.congress.gov/bill/108th-congress/house-bill/5213/text
2039,-1870494276.2539134,2105621710.998528,18,S4091 Social Security Trust Funds Restoration Act of 2006 109th Congress 2005 2006,24,"Rep. Boehlert, Sherwood [R-NY-24]",https://www.congress.gov/bill/108th-congress/house-bill/5245/text
2040,104594386.2308433,-300256597.2032429,3,S4092 A bill to clarify certain land use in Jefferson County Colorado 109th Congress 2005 2006,12,"Rep. Crane, Philip M. [R-IL-8]",https://www.congress.gov/bill/108th-congress/house-bill/1047/text
2041,-13333261818.95397,-4030279636.3650384,15,S4093 A bill to amend the Farm Security and Rural Investment Act of 2002 to extend a suspension of limitation on the period for which certain borrowers are eligible for guaranteed assistance 109th Congress 2005 2006,12,"Rep. Cannon, Chris [R-UT-3]",https://www.congress.gov/bill/108th-congress/house-bill/788/text
2042,1446033784.7833261,-1812159044.4597688,1,HR5782 Pipeline Inspection Protection Enforcement and Safety Act of 2006 109th Congress 2005 2006,122,"Rep. Renzi, Rick [R-AZ-1]",https://www.congress.gov/bill/108th-congress/house-bill/1630/text
2043,-586306629.5880537,-1788793233.7068439,1,HR6344 Office of National Drug Control Policy Reauthorization Act of 2006 109th Congress 2005 2006,283,"Rep. Lucas, Frank D. [R-OK-3]",https://www.congress.gov/bill/108th-congress/house-bill/2912/text
2044,-18242825.15368618,57885336.4494949,18,HR794 Colorado River Indian Reservation Boundary Correction Act 109th Congress 2005 2006,31,"Rep. Hastert, J. Dennis [R-IL-14]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/110/text
2045,-163972387.8800327,-339728971.5572583,3,HR486 Holloman Air Force Base Land Exchange Act 109th Congress 2005 2006,21,"Rep. Boehner, John A. [R-OH-8]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/111/text
2046,-17055493.00868282,2865049578.47637,18,HR4588 Water Resources Research Act Amendments of 2006 109th Congress 2005 2006,19,"Rep. Wolf, Frank R. [R-VA-10]",https://www.congress.gov/bill/108th-congress/house-joint-resolution/115/text
2047,508114320.39237475,10608227.132064441,16,HR6060 Department of State Authorities Act of 2006 109th Congress 2005 2006,52,"Sen. Allen, George [R-VA]",https://www.congress.gov/bill/108th-congress/senate-bill/150/text
2048,393841769.0494964,-188816021.50823924,19,HR6345 To make a conforming amendment to the Federal Deposit Insurance Act with respect to examinations of certain insured depository institutions and for other purposes 109th Congress 2005 2006,11,"Sen. Craig, Larry E. [R-ID]",https://www.congress.gov/bill/108th-congress/senate-bill/434/text
2049,-87141202.1771728,522510272.7112659,3,HR482 Pine Springs Land Exchange Act 109th Congress 2005 2006,30,"Sen. Conrad, Kent [D-ND]",https://www.congress.gov/bill/108th-congress/senate-bill/1146/text
2050,26998928.049440533,1294965105.9727979,1,HR1245 Johannas Law 109th Congress 2005 2006,19,"Sen. Clinton, Hillary Rodham [D-NY]",https://www.congress.gov/bill/108th-congress/senate-bill/1241/text
2051,59677078.825624034,-257363371.2313536,19,HR4709 Telephone Records and Privacy Protection Act of 2006 109th Congress 2005 2006,34,"Sen. Domenici, Pete V. [R-NM]",https://www.congress.gov/bill/108th-congress/senate-bill/1727/text
2052,1009490961.2111584,1143166331.3504593,19,HR4997 Physicians for Underserved Areas Act 109th Congress 2005 2006,16,"Rep. Baker, Richard H. [R-LA-6]",https://www.congress.gov/bill/108th-congress/house-bill/658/text
2053,1306027463.971016,-359388775.07125664,19,HR5483 Railroad Retirement Disability Earnings Act 109th Congress 2005 2006,15,"Sen. Burns, Conrad R. [R-MT]",https://www.congress.gov/bill/108th-congress/senate-bill/2214/text
2054,-855844875.4408805,-83964606.64091088,1,HR5946 Magnuson Stevens Fishery Conservation and Management Reauthorization Act of 2006 109th Congress 2005 2006,565,"Sen. Conrad, Kent [D-ND]",https://www.congress.gov/bill/108th-congress/senate-bill/2302/text
2055,229554567.6592937,-216662496.66698012,18,HR1046 To authorize the Secretary of the Interior to contract with the city of Cheyenne Wyoming for the storage of the citys water in the Kendrick Project Wyoming 109th Congress 2005 2006,15,"Sen. Ensign, John [R-NV]",https://www.congress.gov/bill/108th-congress/senate-bill/2640/text
2056,-7073474188.656992,-968150019.3080723,19,HR5948 Belarus Democracy Reauthorization Act of 2006 109th Congress 2005 2006,41,"Sen. Cochran, Thad [R-MS]",https://www.congress.gov/bill/108th-congress/senate-bill/2965/text
2057,-18333488000.98965,-4995915274.826122,19,HR6338 Geneva Distinctive Emblems Protection Act of 2006 109th Congress 2005 2006,20,"Sen. Specter, Arlen [R-PA]",https://www.congress.gov/bill/108th-congress/senate-bill/2484/text
2058,336010549.89088714,-692312127.8395383,1,HR6164 National Institutes of Health Reform Act of 2006 109th Congress 2005 2006,140,"Rep. Castle, Michael N. [R-DE-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/1350/text
2059,-15045025.164371504,555895616.1780146,17,HJRes59 Expressing the sense of Congress with respect to the establishment of an appropriate day for the commemoration of the women suffragists who fought for and won the right of women to vote in the United States 109th Congress 2005 2006,25,"Rep. Kolbe, Jim [R-AZ-8]",https://www.congress.gov/bill/108th-congress/house-bill/4818/text
2060,-2170426118.9984465,-2569945010.2287703,11,S384 A bill to extend the existence of the Nazi War Crimes and Japanese Imperial Government Records Interagency Working Group for 2 years 109th Congress 2005 2006,12,"Sen. Grassley, Chuck [R-IA]",https://www.congress.gov/bill/108th-congress/senate-bill/2618/text
2061,651576400.2279115,-761664493.7733414,7,S571 A bill to designate the facility of the United States Postal Service located at 1915 Fulton Street in Brooklyn New York as the Congresswoman Shirley A Chisholm Post Office Building 109th Congress 2005 2006,12,"Rep. Walsh, James T. [R-NY-25]",https://www.congress.gov/bill/108th-congress/house-bill/2655/text
2062,1593935007.2165349,797628925.2104702,0,S775 A bill to designate the facility of the United States Postal Service located at 123 W 7th Street in Holdenville Oklahoma as the Boone Pickens Post Office 109th Congress 2005 2006,12,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/108th-congress/senate-bill/1276/text
2063,41649638.85177831,299412760.24224997,7,S904 A bill to designate the facility of the United States Postal Service located at 1560 Union Valley Road in West Milford New Jersey as the Brian P Parrello Post Office Building 109th Congress 2005 2006,12,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/108th-congress/house-bill/4302/text
2064,297263147.8808425,-14402787.264897361,19,HR3045 Dominican Republic Central America United States Free Trade Agreement Implementation Act 109th Congress 2005 2006,231,"Sen. Kyl, Jon [R-AZ]",https://www.congress.gov/bill/108th-congress/senate-bill/437/text
2065,764284647.239986,-561783760.5315626,5,HR2361 Department of the Interior Environment and Related Agencies Appropriations Act 2006 109th Congress 2005 2006,445,"Sen. Murkowski, Lisa [R-AK]",https://www.congress.gov/bill/108th-congress/senate-bill/1466/text
2066,1757556146.7812557,2101977543.147257,5,HR2985 Legislative Branch Appropriations Act 2006 109th Congress 2005 2006,250,"Sen. Hatch, Orrin G. [R-UT]",https://www.congress.gov/bill/108th-congress/senate-bill/2192/text
2067,-1466819211.5627136,-313118380.2536677,19,S45 A bill to amend the Controlled Substances Act to lift the patient limitation on prescribing drug addiction treatments by medical practitioners in group practices and for other purposes 109th Congress 2005 2006,12,"Sen. Specter, Arlen [R-PA]",https://www.congress.gov/bill/108th-congress/senate-bill/2486/text
2068,16934709693.536041,-2239354796.462033,19,S1395 Controlled Substances Export Reform Act of 2005 109th Congress 2005 2006,15,"Sen. Grassley, Chuck [R-IA]",https://www.congress.gov/bill/108th-congress/senate-bill/2873/text
2069,396259576.18824136,324946549.2051275,1,HR6 Energy Policy Act of 2005 109th Congress 2005 2006,3701,"Sen. Snowe, Olympia J. [R-ME]",https://www.congress.gov/bill/108th-congress/senate-bill/3014/text
2070,1062721870.015484,-290458095.89262843,1,HR3 SAFETEA LU 109th Congress 2005 2006,3917,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/108th-congress/house-bill/4012/text
2071,-364917834.09185594,-2250263657.6243095,11,HR1270 To amend the Internal Revenue Code of 1986 to extend the Leaking Underground Storage Tank Trust Fund financing rate 109th Congress 2005 2006,13,"Sen. Collins, Susan M. [R-ME]",https://www.congress.gov/bill/108th-congress/senate-bill/2845/text
2072,84468723.4556395,76968718.47507767,1,HR1132 National All Schedules Prescription Electronic Reporting Act of 2005 109th Congress 2005 2006,45,"Rep. McNulty, Michael R. [D-NY-21]",https://www.congress.gov/bill/108th-congress/house-bill/480/text
2073,2489869775.4224606,2308076768.3508344,5,HR3645 Emergency Supplemental Appropriations Act to Meet Immediate Needs Arising From the Consequences of Hurricane Katrina 2005 109th Congress 2005 2006,22,"Rep. Lipinski, William O. [D-IL-3]",https://www.congress.gov/bill/108th-congress/house-bill/825/text
2074,-507983001.8915725,510672326.642082,5,HR3673 Second Emergency Supplemental Appropriations Act to Meet Immediate Needs Arising From the Consequences of Hurricane Katrina 2005 109th Congress 2005 2006,35,"Rep. Ballance, Frank W.,  Jr. [D-NC-1]",https://www.congress.gov/bill/108th-congress/house-bill/2119/text
2075,76250231.34329082,-293487508.90551686,19,HR3650 Federal Judiciary Emergency Special Sessions Act of 2005 109th Congress 2005 2006,26,"Rep. Burns, Max [R-GA-12]",https://www.congress.gov/bill/108th-congress/house-bill/2523/text
2076,-75693467.86557196,-349169497.0221057,5,HR804 To exclude from consideration as income certain payments under the national flood insurance program 109th Congress 2005 2006,14,"Rep. Otter, C. L. (Butch) [R-ID-1]",https://www.congress.gov/bill/108th-congress/house-bill/3124/text
2077,773218852.5959795,-1278777763.2376661,13,HR3669 National Flood Insurance Program Enhanced Borrowing Authority Act of 2005 109th Congress 2005 2006,14,"Rep. Cannon, Chris [R-UT-3]",https://www.congress.gov/bill/108th-congress/house-bill/3147/text
2078,2356038047.7068114,-7157607700.531841,1,HR3169 Pell Grant Hurricane and Disaster Relief Act 109th Congress 2005 2006,16,"Rep. Castle, Michael N. [R-DE-At Large]",https://www.congress.gov/bill/108th-congress/house-bill/3204/text
2079,274128314.2263293,-185438580.46049008,1,HR3668 Student Grant Hurricane and Disaster Relief Act 109th Congress 2005 2006,16,"Rep. Ose, Doug [R-CA-3]",https://www.congress.gov/bill/108th-congress/house-bill/3242/text
2080,658546963.1187987,289158853.05068785,1,HR3672 TANF Emergency Response and Recovery Act of 2005 109th Congress 2005 2006,33,"Rep. Wilson, Heather [R-NM-1]",https://www.congress.gov/bill/108th-congress/house-bill/3734/text
2081,425085519.3721763,-428590017.2084955,3,S252 Dandini Research Park Conveyance Act 109th Congress 2005 2006,19,"Rep. Gonzalez, Charles A. [D-TX-20]",https://www.congress.gov/bill/108th-congress/house-bill/3884/text
2082,1622004424.3550649,-630098114.4787917,19,HR1134 To amend the Internal Revenue Code of 1986 to provide for the proper tax treatment of certain disaster mitigation payments 109th Congress 2005 2006,16,"Rep. Brady, Kevin [R-TX-8]",https://www.congress.gov/bill/108th-congress/house-bill/4232/text
2083,1149542629.7678914,271936282.68803024,18,S264 Hawaii Water Resources Act of 2005 109th Congress 2005 2006,20,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/108th-congress/house-bill/4324/text
2084,232385625.88698196,290929429.9509176,3,S276 Wind Cave National Park Boundary Revision Act of 2005 109th Congress 2005 2006,23,"Rep. Wilson, Joe [R-SC-2]",https://www.congress.gov/bill/108th-congress/house-bill/917/text
